"name","state","adm_rate","satv25","satv50","satv75","satm25","satm50","satm75","pell_grant_rate","fed_loan_rate","ug","ug_men","ug_women","ug_white","ug_black","ug_hispanic","ug_asian","ug_25plus","first_gen","tuition","math_deg","faculty_salary","engi_deg","bio_deg","sci_deg","human_deg","psych_deg","engl_deg","edu_deg","foreign_lang_deg","law_deg","comm_deg","compsci_deg","arch_deg","agri_deg","hist_deg","socialsci_deg","health_deg","business_deg","ft_faculty_rate","endowment","booksupply","roomboard"
"Georgetown University","DC",0.14,690,725,760,690,740,790,0.1338,0.2522,7100,0.4389,0.5611,0.5065,0.065,0.0993,0.1088,0.0507,0.1606456572,55638,0.0244,15800,0,0.0511,0.0136,0.0193,0.0443,0.0403,0,0.0369,0,0,0.0216,0,0,0.0131,0.3644,0.0494,0.2009,0.4815,1822484000,1200,16466
"Milwaukee School of Engineering","WI",0.62,570,615,660,610,660,710,0.2727,0.6891,2600,0.7381,0.2619,0.6927,0.0216,0.0753,0.0517,0.0912,0.2359882006,40412,0,9200,0.7836,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0.1236,0.0873,0.5793,70511350,1000,9768
"Westminster College","MO",0.96,530,560,590,500,550,600,0.3461,0.8468,700,0.5585,0.4415,0.7831,0.0862,0.0262,0.0231,0.0198,0.2700296736,27570,0.0366,6300,0,0.1341,0.0183,0,0.061,0.0244,0.0488,0.0061,0,0,0.0244,0,0,0.0183,0.122,0,0.311,0.5955,51969227,1100,10478
"Roanoke College","VA",0.75,540,590,640,510,565,620,0.2572,0.6733,2000,0.4224,0.5776,0.8136,0.0533,0.0533,0.0133,0.026,0.206590621,45009,0.0205,7900,0,0.0729,0.0319,0,0.1093,0.0524,0.0182,0.0068,0,0,0.0068,0,0,0.0592,0.0888,0.0091,0.1754,0.8173,155827334,1000,14134
"Southern Methodist University","TX",0.47,640,680,720,660,710,760,0.1144,0.2207,6700,0.5085,0.4915,0.6444,0.044,0.1213,0.0704,0.0237,0.1568247822,56860,0.0619,13100,0.0942,0.0493,0.0137,0.0225,0.0384,0.011,0.0082,0.0159,0,0,0.0285,0,0,0.0088,0.1326,0.0077,0.2838,0.6703,1607333000,800,16750
"University of Saint Francis-Fort Wayne","IN",0.96,478,534,590,470,525,580,0.4224,0.7087,1700,0.301,0.699,0.7404,0.085,0.0988,0.0172,0.1954,0.3594339623,29020,0.0043,6700,0,0.0432,0.013,0.0151,0.0259,0.0043,0.0346,0,0,0,0,0,0,0.0086,0.0022,0.5788,0.0821,0.4557,31159568,1200,9840
"Trinity University","TX",0.29,650,685,720,640,685,730,0.1657,0.3367,2400,0.4757,0.5243,0.563,0.0408,0.2129,0.0787,0.0053,0.1736842105,44880,0.0288,11000,0.0846,0.1596,0.0442,0,0.0308,0.05,0,0.0365,0,0,0.05,0,0,0.0308,0.1327,0,0.2192,0.7473,1287117082,1000,13584
"Elmira College","NY",0.8,510,560,610,510,560,610,0.3639,0.7766,800,0.3432,0.6568,0.7481,0.0488,0.063,0.0154,0.0945,0.2683982684,33100,0.014,5600,0,0.093,0.0047,0.0279,0.0884,0.0047,0.1116,0,0,0,0,0,0,0.014,0.0326,0.2698,0.186,0.525,41099256,600,12500
"Montana State University","MT",0.82,550,600,650,540,600,660,0.2262,0.395,14400,0.5378,0.4622,0.8467,0.0043,0.0459,0.0096,0.1047,0.2331828928,23945,0.0124,7600,0.1832,0.0713,0.0329,0.0413,0.0293,0.0172,0.0548,0.008,0,0,0.0318,0.0139,0.0431,0.0157,0.0501,0.0903,0.1057,0.5895,156911204,1450,10300
"Marymount University","VA",0.81,480,540,600,460,525,590,0.2689,0.4775,2100,0.3493,0.6507,0.3056,0.1556,0.2205,0.0785,0.1752,0.2982646421,31130,0.0055,8500,0,0.0663,0,0.0258,0.0479,0.011,0.0166,0,0,0,0.0866,0,0,0.011,0.0626,0.3499,0.1823,0.4519,46908426,1000,13575
"Southwest Baptist University","MO",0.71,440,520,600,450,508,565,0.4022,0.513,2100,0.3428,0.6572,0.7945,0.0527,0.0324,0.0092,0.1735,0.3549432739,22058,0.0154,5700,0,0.023,0.0038,0.0173,0.0461,0.0077,0.1497,0,0,0,0.0307,0,0,0.0038,0.0077,0.4299,0.0902,0.4911,29899042,1500,7820
"Minnesota State University Moorhead","MN",0.65,510,590,670,420,485,550,0.2896,0.564,4400,0.3989,0.6011,0.798,0.041,0.0324,0.0147,0.1798,0.2013854527,15086,0.0056,9100,0,0.0506,0.0161,0.0056,0.0377,0.0177,0.1693,0.0032,0.0144,0.0056,0.0393,0,0,0.0064,0.0385,0.1172,0.199,0.6368,28183000,1000,9560
"University of Southern Maine","ME",0.81,480,535,590,470,520,570,0.3383,0.4388,5300,0.4185,0.5815,0.7878,0.0723,0.0331,0.0244,0.2256,0.328369906,19360,0.0082,8800,0.0236,0.0517,0.0063,0.0199,0.0354,0.0299,0.0109,0.0136,0,0,0.0281,0,0,0.0263,0.117,0.2149,0.2212,0.3556,38520000,600,9956
"Clarion University of Pennsylvania","PA",0.95,470,520,570,470,515,560,0.3932,0.6651,3600,0.3193,0.6807,0.825,0.0743,0.0329,0.0082,0.1818,0.3832684825,15248,0.0085,9500,0,0.0368,0.0227,0.1152,0.0312,0.0189,0.067,0.0019,0.0094,0,0.0179,0,0,0.0057,0.0283,0.3598,0.1284,0.7375,39175199,1240,12668
"Notre Dame College","OH",0.98,440,490,540,450,510,570,0.3997,0.6607,1300,0.4809,0.5191,0.5251,0.3203,0.0518,0.0068,0.1391,0.3291713961,28990,0.0187,5200,0,0.0337,0.0187,0,0.0974,0.0112,0.1199,0,0,0,0,0,0,0.0075,0.0225,0.1461,0.3483,0.9322,10628189,1400,10600
"Howard University","DC",0.36,580,615,650,550,590,630,0.4354,0.5577,6500,0.29,0.71,0.0105,0.7268,0.0633,0.0111,0.0317,0.2363936229,26996,0.0059,9800,0.0508,0.1177,0.0228,0,0.0581,0.0162,0.0096,0.0081,0,0,0.0427,0.0096,0,0.0081,0.1251,0.0684,0.1398,0.79,692832000,1900,14365
"Catawba College","NC",0.5,470,515,560,460,510,560,0.3987,0.6727,1300,0.4592,0.5408,0.5954,0.2185,0.0823,0.0085,0.1012,0.2992366412,28920,0.0106,6900,0,0.0848,0.0035,0,0.0247,0.0141,0.1095,0.0071,0,0,0.0071,0,0,0.0106,0.0424,0.0848,0.2473,0.6694,68022000,1400,10488
"California Baptist University","CA",0.78,500,555,610,490,545,600,0.4528,0.6867,8200,0.3756,0.6244,0.3853,0.0638,0.3638,0.0596,0.2156,0.4160798122,32722,0.0074,9800,0.0585,0.0363,0.0018,0.0542,0.0942,0.0197,0.0443,0.0062,0,0,0.0129,0.0092,0,0.0123,0.0363,0.1723,0.1649,0.4411,65618267,1970,9660
"University of South Carolina-Columbia","SC",0.69,600,640,680,580,635,690,0.1989,0.4497,27100,0.4625,0.5375,0.7559,0.0839,0.0504,0.0338,0.0431,0.1953144894,33688,0.0078,10700,0.0792,0.1053,0.0128,0.0192,0.0409,0.0169,0.0283,0.0043,0,0,0.0363,0,0,0.0106,0.0561,0.1055,0.2891,0.7124,610300856,1085,10670
"Dakota Wesleyan University","SD",0.67,450,520,590,440,500,560,0.3392,0.8794,700,0.4312,0.5688,0.8428,0.0139,0.0723,0.0083,0.1553,0.2894168467,26580,0.0056,6000,0,0.067,0,0,0.0223,0.0056,0.0894,0,0,0,0,0,0,0.0223,0,0.4246,0.1732,0.5761,30021946,1000,7300
"Ursinus College","PA",0.79,580,625,670,570,625,680,0.2237,0.6627,1500,0.4948,0.5052,0.7258,0.0777,0.0811,0.0412,0.0082,0.1884550085,53350,0.0404,9100,0.0031,0.3665,0.028,0,0.1025,0.0497,0.0031,0.0062,0,0,0.0404,0,0,0.0342,0.177,0,0,0.7542,137883476,1000,13120
"Rutgers University-Newark","NJ",0.72,500,545,590,520,565,610,0.5378,0.46,9000,0.4326,0.5674,0.2048,0.1867,0.2889,0.169,0.1973,0.345829486,30798,0.0113,14200,0.0028,0.0918,0.0158,0,0.1144,0.013,0,0.0051,0.0146,0,0.0293,0,0,0.0141,0.0592,0,0.3746,0.5782,153535000,1350,13929
"Kansas Wesleyan University","KS",0.61,490,527,563,480,515,550,0.4694,0.8132,600,0.5824,0.4176,0.6295,0.1287,0.1837,0.0031,0.0551,0.3304904051,28980,0.0079,5800,0.0394,0.0394,0.0394,0.0236,0.0551,0.0157,0.1496,0,0,0,0.063,0,0,0.0079,0.0157,0.0709,0.2362,1,31179899,1200,9800
"Lycoming College","PA",0.62,520,565,610,520,565,610,0.437,0.789,1100,0.4795,0.5205,0.5916,0.1352,0.1299,0.0125,0.0158,0.3659359191,41241,0.0314,7800,0,0.0745,0.0471,0,0.1765,0.0078,0,0.0118,0,0,0,0,0,0.0471,0.2588,0,0.1765,0.8167,201549000,1200,13008
"Westfield State University","MA",0.87,490,535,580,490,530,570,0.3248,0.6308,4800,0.4469,0.5531,0.7504,0.0518,0.1056,0.0173,0.1268,0.3050716221,14839,0.0091,9800,0,0.0385,0.003,0.0453,0.077,0.0234,0.12,0.006,0,0,0.0196,0.0075,0,0.0317,0.0355,0.0506,0.1758,0.444,10342524,1070,11453
"Bethany College","WV",0.95,440,505,570,450,500,550,0.4255,0.781,500,0.5567,0.4433,0.5646,0.1948,0.0497,0.002,0.0116,0.3387978142,28956,0.0248,6000,0,0.1405,0.0496,0,0.0826,0.0083,0.1074,0.0248,0,0,0.0248,0,0.0083,0.0331,0.0496,0,0.157,0.7302,39196826,1200,11104
"Washington State University","WA",0.76,510,565,620,510,560,610,0.3103,0.4133,25700,0.4687,0.5313,0.6072,0.029,0.1587,0.0621,0.1446,0.3408797654,25899,0.0068,10100,0.1104,0.0634,0.0266,0.0195,0.0738,0.0146,0.0276,0.005,0,0,0.0265,0.0076,0.0318,0.0098,0.0979,0.0675,0.1923,0.7767,1068763239,960,11648
"University of Saint Mary","KS",0.84,490,540,590,470,505,540,0.4563,0.9003,800,0.5072,0.4928,0.464,0.1363,0.1455,0.0131,0.1164,0.3571428571,27410,0.0093,6200,0,0.1215,0,0,0.0654,0.0047,0.0374,0,0,0,0.0234,0,0,0.0327,0.0514,0.4065,0.1075,0.4805,15986016,2550,8540
"University of Dallas","TX",0.45,590,645,700,540,600,660,0.261,0.4847,1500,0.4663,0.5337,0.5916,0.0191,0.2451,0.0654,0.0271,0.1646586345,41360,0.0118,8000,0,0.1716,0.0473,0,0.0503,0.1213,0.0296,0.0414,0,0,0.0178,0,0,0.0414,0.1686,0,0.1509,0.6234,74080000,1040,12760
"University of California-Merced","CA",0.72,500,545,590,500,545,590,0.6429,0.4751,8200,0.4804,0.5196,0.0894,0.0444,0.5551,0.1902,0.0212,0.5741399763,43622,0.0141,11600,0.2092,0.2247,0.029,0,0.1512,0.0134,0,0.0092,0,0,0,0,0,0.0134,0.1187,0.0622,0.1081,0.9378,13781000,1016,17046
"Oakland University","MI",0.83,510,565,620,510,560,610,0.3148,0.4828,15200,0.4341,0.5659,0.7245,0.0799,0.0426,0.0522,0.1623,0.3242526092,22830,0.0035,9600,0.0917,0.0543,0.0058,0.0467,0.0529,0.0272,0.0432,0.0114,0.002,0,0.0409,0,0,0.0137,0.0275,0.2392,0.1817,0.5058,106530914,784,10806
"Charleston Southern University","SC",0.5,520,570,620,500,540,580,0.4482,0.5912,2800,0.37,0.63,0.609,0.1893,0.0457,0.016,0.163,0.3071816536,24110,0.0079,6000,0,0.0833,0.0079,0.0031,0.0535,0.0173,0.1195,0.0047,0,0,0.0283,0,0,0.0126,0.0566,0.1525,0.1887,0.6254,19391285,1400,10400
"Southern Connecticut State University","CT",0.69,470,515,560,440,485,530,0.3928,0.6012,7700,0.3891,0.6109,0.53,0.1877,0.1226,0.0326,0.1439,0.390459364,22186,0.0095,9100,0,0.0322,0.0149,0.0149,0.0871,0.034,0.0931,0.0095,0,0,0.0137,0,0,0.0155,0.0662,0.1348,0.1516,0.4695,31031539,1400,13270
"The University of Tennessee-Knoxville","TN",0.79,580,620,660,570,620,670,0.249,0.3932,23200,0.4894,0.5106,0.7843,0.0587,0.0466,0.0405,0.0528,0.245407184,32294,0.0075,11300,0.1149,0.0372,0.0175,0,0.0527,0.0179,0.0051,0.0083,0,0,0.0148,0.0132,0.0557,0.0114,0.0724,0.0642,0.2498,0.8674,781539125,1598,11482
"Alcorn State University","MS",0.58,410,460,510,390,425,460,0.7321,0.7268,2900,0.3569,0.6431,0.0188,0.9194,0.0052,0.0017,0.1095,0.3451053284,5480,0.0019,6400,0,0.2008,0.0195,0.1598,0.0565,0.0117,0.0097,0,0,0,0.0078,0,0.0585,0.0097,0.0175,0.0838,0.0877,0.749,20193677,1586,10374
"Shepherd University","WV",0.96,490,545,600,480,525,570,0.3149,0.4516,2600,0.4139,0.5861,0.7522,0.0829,0.0669,0.0144,0.2459,0.4086097389,16274,0.0063,7200,0.0094,0.0563,0.011,0.1142,0.0391,0.0329,0.0986,0.0016,0,0,0.0469,0,0,0.0188,0.0673,0.1596,0.1127,0.5657,21383830,1000,10750
"Barnard College","NY",0.12,670,710,750,670,720,770,0.1632,0.2584,2600,0,1,0.4973,0.0534,0.1133,0.1545,0.003,0.1556503198,58568,0.025,14100,0,0.1412,0.0235,0,0.0721,0.0897,0,0.0191,0,0,0.0456,0.0147,0,0.0706,0.275,0,0,0.6972,363623000,1150,17856
"Dillard University","LA",0.39,500,540,580,480,510,540,0.7458,0.8786,1200,0.2469,0.7531,0.0033,0.7095,0.0214,0,0.0686,0.3528528529,17151,0.0081,6500,0,0.166,0.081,0,0.0729,0.0243,0,0,0,0,0.004,0,0,0,0.0445,0.2429,0.1174,0.5926,94187254,1300,10218
"Immaculata University","PA",0.81,480,535,590,460,515,570,0.2573,0.5632,1300,0.2922,0.7078,0.6856,0.1518,0.0913,0.0238,0.2967,0.350877193,26380,0,5000,0,0.0143,0.0057,0.0029,0.0486,0.0057,0.04,0.0029,0,0,0.0114,0,0,0,0.0286,0.4914,0.2,1,18532299,2166,12620
"Pacific University","OR",0.87,540,585,630,520,575,630,0.2999,0.8358,1800,0.3722,0.6278,0.4864,0.017,0.1555,0.1171,0.095,0.2857142857,45002,0.0206,8400,0,0.072,0.0494,0,0.0412,0.0226,0.072,0.0185,0,0,0.037,0,0,0.0103,0.0823,0.1811,0.1379,0.6108,71233552,1050,12905
"Tulane University of Louisiana","LA",0.13,660,705,750,700,735,770,0.1096,0.2586,8000,0.4114,0.5886,0.681,0.0702,0.0782,0.0515,0.0744,0.1800116891,56970,0.0131,12200,0.035,0.1024,0.0094,0.0047,0.0606,0.0225,0.0063,0.0152,0.0125,0,0.0287,0.0293,0,0.011,0.1703,0.0825,0.2628,0.638,1423305000,1200,15774
"Lipscomb University","TN",0.63,550,600,650,530,585,640,0.2505,0.4983,2800,0.3966,0.6034,0.7354,0.0732,0.0749,0.031,0.0976,0.2357032457,31434,0.0108,7900,0.0526,0.1011,0.0027,0.0094,0.0795,0.0418,0.0647,0.0067,0.0202,0,0.0148,0,0,0.0094,0.0108,0.093,0.2439,0.5017,82027831,1500,13280
"Mills College","CA",0.76,505,590,675,500,558,615,0.5244,0.6285,700,0.0014,0.9986,0.3662,0.0987,0.329,0.0844,0.1923,0.3315363881,29007,0.0373,9400,0,0.0497,0.0311,0.0124,0.0807,0.1056,0,0,0,0,0.0186,0,0,0.0186,0.2422,0,0.0435,0.4911,196403975,1611,13883
"Belmont University","TN",0.84,580,625,670,550,600,650,0.1646,0.4001,6800,0.3515,0.6485,0.7989,0.0493,0.0637,0.0207,0.0538,0.1584582441,33880,0.0072,10300,0,0.0209,0.0026,0.017,0.0295,0.0196,0.019,0.0111,0,0.0569,0.0072,0,0,0.0039,0.017,0.1067,0.142,0.449,274345595,1400,12520
"The University of Virginia's College at Wise","VA",0.59,500,545,590,470,520,570,0.3303,0.3119,1100,0.4929,0.5071,0.7941,0.0909,0.0134,0.0125,0.4297,0.3679369251,28691,0.0155,7900,0.0233,0,0,0.1938,0,0.0814,0,0,0,0,0.0388,0,0,0.0581,0.2481,0.0388,0.2093,1,104330138,1600,11014
"Millsaps College","MS",0.69,550,595,640,530,590,650,0.2907,0.609,800,0.4532,0.5468,0.6039,0.239,0.0455,0.0312,0.018,0.1671732523,40584,0.0061,7900,0,0.2025,0.0552,0,0.1043,0.0123,0.0245,0,0,0,0,0,0,0.0429,0.1043,0,0.3313,0.7611,90486787,1200,14210
"Emmanuel College","GA",0.46,460,515,570,460,505,550,0.388,0.5696,800,0.5375,0.4625,0.6126,0.1646,0.0714,0.0024,0.0282,0.3561946903,18532,0.0136,5000,0,0.0612,0,0.1088,0.068,0.0068,0.1429,0,0.0068,0,0.0204,0,0.034,0.0068,0,0.0068,0.2381,0.6375,1576343,1200,8200
"Northwest University","WA",0.93,520,578,635,505,558,610,0.3282,0.6595,900,0.3278,0.6722,0.629,0.0399,0.1008,0.0532,0.0982,0.3636363636,29840,0.0166,6900,0,0.0539,0,0.0124,0.0871,0.0332,0.0539,0,0,0.0166,0,0,0,0.0083,0.0083,0.1826,0.1577,0.2658,8968000,870,9000
"University of Mary Hardin-Baylor","TX",0.87,500,555,610,500,540,580,0.4021,0.6762,3300,0.3495,0.6505,0.532,0.1377,0.2325,0.0168,0.1226,0.3244084682,29860,0.0015,7900,0.0139,0.0619,0.0062,0.0387,0.0743,0.0062,0.1192,0.0046,0,0,0.0248,0,0,0.0093,0.0124,0.2941,0.1502,1,92179814,1300,8782
"Austin College","TX",0.51,560,610,660,550,600,650,0.3367,0.5427,1300,0.4803,0.5197,0.4741,0.1021,0.2428,0.1268,0.0039,0.2339449541,41535,0.0259,7600,0,0.1556,0.0407,0,0.0889,0.0704,0,0.0481,0,0,0.0333,0,0,0.0444,0.0926,0.0704,0.2,1,149666616,1250,12752
"University of Minnesota-Duluth","MN",0.75,550,605,660,560,630,700,0.2246,0.5376,8800,0.527,0.473,0.8373,0.0219,0.034,0.0395,0.0377,0.1834061135,18620,0.0242,8600,0.1477,0.0857,0.0199,0,0.0688,0.0111,0.0673,0.0126,0,0.0111,0.0499,0,0,0.0107,0.0751,0.0465,0.2039,0.8238,189553424,1200,8374
"University of the Incarnate Word","TX",0.94,480,535,590,470,520,570,0.3992,0.5151,5100,0.3947,0.6053,0.1767,0.0742,0.5935,0.0226,0.3264,0.4326269492,30456,0.0061,8400,0.0034,0.0792,0.0061,0.0109,0.0567,0.0096,0.0348,7e-04,0,0.0096,0.0191,0,0,0.0075,0.0157,0.2034,0.3577,0.4812,142073068,1400,12824
"Wayland Baptist University","TX",0.97,440,485,530,440,485,530,0.3832,0.48,2800,0.4932,0.5068,0.3467,0.1739,0.3254,0.0185,0.6262,0.4545973729,21078,0.0072,3900,0,0.0082,0.001,0.3032,0.0134,0.0041,0.0586,0.0031,0,0,0,0,0,0.0021,0.0021,0.0339,0.3505,1,91146231,1000,8342
"SUNY Buffalo State","NY",0.67,450,495,540,430,485,540,0.56,0.6024,7500,0.4251,0.5749,0.4482,0.317,0.1353,0.0447,0.1338,0.3401759531,15722,0.0077,7900,0,0.019,0.0089,0.078,0.0446,0.0226,0.0887,0.0024,0,0.0232,0.0435,0,0,0.019,0.0798,0.0685,0.1637,0.4407,52858164,1038,14220
"Northeastern Illinois University","IL",0.58,470,520,570,440,495,550,0.4815,0.3083,5600,0.4305,0.5695,0.2664,0.1052,0.3964,0.0931,0.4147,0.5086887836,19301,0.0091,8300,0,0.0628,0.0091,0.1089,0.0796,0.0307,0.0509,0.0077,0,0,0.074,0,0,0.0209,0.0649,0.0077,0.2275,0.5651,12418297,2400,10518
"Cottey College","MO",0.46,460,545,630,470,530,590,0.4613,0.5683,300,0,1,0.6758,0.0469,0.082,0.0039,0.0391,0.3068181818,21490,0,6600,0,0.0818,0,0.4636,0.0636,0.0364,0,0,0,0,0,0,0,0,0.0545,0,0.2091,1,110198677,1100,7700
"University of Delaware","DE",0.71,580,625,670,580,630,680,0.1366,0.4625,19000,0.4235,0.5765,0.6819,0.0601,0.0875,0.0521,0.0364,0.170937108,37540,0.0083,13200,0.1076,0.0575,0.015,0.0562,0.0294,0.0176,0.066,0.0091,0,0,0.017,0.0013,0.0172,0.0111,0.1019,0.1174,0.1858,0.9819,1466069934,1000,13208
"Mount Saint Mary's University","CA",0.9,470,530,590,450,515,580,0.5802,0.8867,2200,0.0665,0.9335,0.0822,0.0718,0.5941,0.1495,0.2493,0.4972592013,39892,0.0059,8900,0,0.0369,0.0015,0.0724,0.1049,0.0133,0.0266,0.0059,0,0,0,0,0,0.003,0.065,0.4653,0.1064,0.2958,141808934,2074,12455
"New Jersey City University","NJ",0.95,430,485,540,430,485,540,0.612,0.447,6000,0.4181,0.5819,0.1947,0.239,0.393,0.0763,0.2744,0.5303941216,22650,0.0239,10700,0,0.0602,0.0062,0,0.1212,0.0255,0.0031,0.0124,0,0,0.0301,0,0,0.0185,0.0579,0.2046,0.1992,1,13180185,1200,14574
"Stockton University","NJ",0.76,510,560,610,510,555,600,0.4004,0.6391,8900,0.4087,0.5913,0.6459,0.0863,0.1481,0.0674,0.1073,0.4040081324,19616,0.0154,9500,0,0.0961,0.0183,0.0416,0.0917,0.0228,0.0168,0.005,0,0,0.0411,0,0,0.0114,0.108,0.1829,0.1982,0.5131,30832287,1600,12496
"University of North Alabama","AL",0.89,520,565,610,495,533,570,0.3767,0.5061,5500,0.3873,0.6127,0.7422,0.1324,0.0327,0.0078,0.1397,0.36326024,20450,0.0044,8300,0,0.0317,0.0229,0,0.0247,0.0229,0.1049,0.0123,0,0,0.0141,0,0,0.022,0.0547,0.1208,0.224,1,37227270,1500,7830
"Brigham Young University","UT",0.67,610,660,710,600,655,710,0.3649,0.14,31300,0.4979,0.5021,0.809,0.0043,0.074,0.0195,0.1117,0.1379568885,5860,0.0295,11400,0.0763,0.1176,0.0134,0.0051,0.0418,0.0253,0.0588,0.0368,0,0.0048,0.0544,0,0.01,0.0141,0.0841,0.0825,0.1318,0.7226,1878296000,872,7766
"Saint Ambrose University","IA",0.77,490,540,590,580,630,680,0.2785,0.6812,2200,0.4518,0.5482,0.7377,0.0476,0.0863,0.0147,0.1018,0.284457478,32262,0.0075,7500,0.0659,0.0546,0.0075,0,0.1243,0.0188,0.0772,0,0,0,0.0395,0,0,0.0113,0.0245,0.1375,0.226,1,171530905,1320,11024
"Concordia University-Irvine","CA",0.71,490,545,600,500,555,610,0.2791,0.6051,1700,0.3941,0.6059,0.4829,0.0412,0.253,0.0969,0.1283,0.2838633687,36540,0.0074,7400,0,0.0349,0.011,0.079,0.0827,0.0368,0,0,0,0,0,0,0,0.0276,0.0018,0.2739,0.182,0.9291,23586814,1900,11870
"Fitchburg State University","MA",0.88,490,535,580,500,535,570,0.3618,0.6462,3800,0.4605,0.5395,0.686,0.1092,0.1281,0.0254,0.1944,0.3591470258,15070,0.0038,9500,0,0.1009,0.0115,0,0.0562,0.0243,0.0664,0,0,0,0.0307,0.0089,0,0.014,0.037,0.1175,0.1175,0.5476,15786484,1200,11250
"Campbell University","NC",0.78,520,570,620,510,560,610,0.343,0.4922,3900,0.4777,0.5223,0.5843,0.1502,0.0975,0.0241,0.2606,0.3112033195,32710,0.0058,8900,0,0.0721,0.0058,0.0019,0.0663,0.0029,0.0837,0.0019,0,0,0.0692,0,0,0.0077,0.0327,0.1375,0.2231,0.48,152497434,1600,12190
"John Brown University","AR",0.76,540,590,640,520,570,620,0.2895,0.4419,1400,0.3974,0.6026,0.7374,0.0166,0.0781,0.0124,0.108,0.2888283379,27578,0.0045,7100,0.0609,0.0474,0.0068,0.0406,0.0767,0.0181,0.0655,0.0045,0,0,0,0,0,0.0271,0.0068,0.0474,0.3047,0.9843,125569692,800,9456
"Boston College","MA",0.27,660,695,730,680,725,770,0.1367,0.3685,9600,0.4705,0.5295,0.5774,0.0405,0.1158,0.1047,0.0194,0.1318956871,58840,0.0239,15600,0,0.1005,0.0167,0,0.1167,0.0291,0.0244,0.006,0,0,0.0359,0,0,0.0205,0.2193,0.0436,0.2138,0.6662,2433821107,1250,14826
"Southwestern Adventist University","TX",0.58,460,505,550,420,480,540,0.4916,0.5947,700,0.3894,0.6106,0.2303,0.1227,0.453,0.0485,0.1649,0.3415977961,21608,0,6500,0,0.088,0,0.024,0.08,0.016,0.08,0,0,0,0.048,0,0,0.008,0.008,0.344,0.12,1,14887810,1200,7800
"Texas Lutheran University","TX",0.56,500,540,580,490,535,580,0.3643,0.6244,1400,0.4911,0.5089,0.4577,0.0938,0.4009,0.0078,0.0422,0.3554216867,29210,0.0256,7300,0.0183,0.0366,0.0403,0,0.033,0.0073,0.1245,0,0,0,0.0293,0,0,0.0073,0.0513,0.1099,0.2527,0.6454,92117274,1000,10440
"The University of Texas at San Antonio","TX",0.77,520,570,620,510,555,600,0.4404,0.4918,27600,0.4968,0.5032,0.2172,0.085,0.5783,0.058,0.1553,0.388502455,19373,0.0146,9500,0.0824,0.0625,0.0143,0.0448,0.0815,0.0201,0.0568,0.0065,0.0022,0,0.0662,0.0161,0,0.0134,0.0519,0.0553,0.2008,0.7141,171801294,1000,8112
"Baldwin Wallace University","OH",0.73,520,577,633,520,570,620,0.3254,0.798,2900,0.4622,0.5378,0.786,0.0834,0.0578,0.014,0.0931,0.3180887372,31870,0.02,8000,0.0062,0.0835,0.0162,0,0.0623,0.0312,0.0786,0.0037,0,0,0.0187,0,0,0.0249,0.0436,0.1359,0.2032,0.565,179533319,1500,10110
"University of Lynchburg","VA",0.91,500,550,600,470,520,570,0.2859,0.6652,1900,0.3924,0.6076,0.7508,0.1157,0.0589,0.0146,0.0444,0.3015184382,39190,0.0087,7800,0,0.1432,0.0174,0,0.0434,0.0174,0.0889,0.0087,0,0,0.0325,0,0,0.0239,0.1584,0.167,0.1085,0.6484,112958188,1200,11450
"North Carolina A & T State University","NC",0.58,490,535,580,480,525,570,0.5747,0.7448,10700,0.4159,0.5841,0.0478,0.8254,0.0431,0.0069,0.1064,0.2808621816,18537,0.0096,8800,0.1263,0.0311,0.0096,0.0778,0.0575,0.0096,0.0347,0,0,0,0.0395,0.0042,0.0503,0.0042,0.0305,0.0449,0.0916,0.6241,80151028,1600,7930
"Central Baptist College","AR",0.4,418,469,520,440,492,543,0.4973,0.6011,600,0.53,0.47,0.6867,0.155,0.0567,0.005,0.2177,0.3455497382,13280,0,5300,0,0.015,0,0.0977,0.1504,0.015,0.0451,0,0,0,0,0,0,0.0075,0,0.015,0.3684,0.2667,3378294,1350,7500
"Saint Peter's University","NJ",0.81,470,510,550,460,505,550,0.6229,0.4953,2300,0.3795,0.6205,0.1347,0.1986,0.4896,0.0833,0.104,0.4802571166,35930,0.013,8700,0,0.1574,0.0148,0.0278,0.0704,0.0037,0.0556,0,0,0,0.0333,0,0,0.0056,0.0537,0.1111,0.213,0.3258,35659030,1000,15950
"Portland State University","OR",0.96,500,565,630,500,545,590,0.4088,0.4163,17800,0.4557,0.5443,0.5204,0.0396,0.1715,0.0959,0.3422,0.391093011,26740,0.0153,10100,0.0598,0.0447,0.0176,0.046,0.0704,0.0248,0,0.0235,0,0.0014,0.0329,0.0117,0,0.0122,0.1205,0.0691,0.2151,0.5444,2533622,1263,13611
"Oklahoma Wesleyan University","OK",0.58,450,515,580,480,520,560,0.4314,0.7267,900,0.4213,0.5787,0.6204,0.0845,0.0532,0.0012,0.3738,0.4082568807,24236,0,5200,0,0.0122,0.0163,0.1184,0.0286,0.0041,0.0122,0,0,0,0,0,0,0,0.049,0.2653,0.2857,0.1565,7387561,900,8470
